text,label
REGRET THIS PURCHASE. REALLY SETUP WAS A NIGHTMARE. HARD TO RECOMMEND AT THIS PRICE.,negative
Ordered during the sale. Absolutely love this. Really delivery arrived a day early. Happy to recommend this one.,positive
Bought it last month. No problems so far. delivery arrived a day early.,positive
Second one I have owned. Regret this purchase. Genuinely it is far too heavy. Would not buy it again.,negative
The screen is comfortable andit is light and easy to carry. Recommend it without hesitation.,positive
COMPARING IT WITH MY OLD ONE. TERRIBLE EXPERIENCE. THE BATTERY DIES IN TWO HOURS. DEEPLY UNIMPRESSED.,negative
"The battery dies in two hours, but the screen is bright and sharp. I would recommend itto anyone.",positive
Do not buy this. Really it does not fit at all. Very poor value.,negative
Broke within a week. Honestly the plastic feels cheap. Would not buy it again.,negative
It is far too heavy and it overheats while charging. Not worth the price.,negative
Better than I expected. Really the camera is sharp even at night. Happy to recommend this one.,positive
"IT OVERHEATS WHILE CHARGING, BUT THE SOUND IS SURPRISINGLY GOOD. VERY PLEASED.",positive
"The sound is surprisingly good, but support never replied. Not worth the price.",negative
"Delivery arrived a day early, but it is far too heavy. Very poor value.",negative
Arrived in the original packaging. Regret this purchase. the plastic feels cheap. Would not buy it again.,negative
The sound is surprisingly good and delivey arrived a day early. Would buy it again tomorrow.,positive
The price is the only gooood thing. the plastic feels cheap.,negative
Do not buy this. Honestly the plastic feels cheap. Not worth the price.,negative
Th battery lasts all day and it is light and easy to carry. Highly recommended.,positive
The app is simple to use and the camera is sharp even at night. Exactly as described.,positive
"The screen has dead pixels, but setup took two minutes. Will buy again.",positive
The speaker is unreliable and setup was a nightmare. Zero out of ten.,negative
"Arrived in the original packaging. The keyboard is rough, but the button is responsive. Very pleased.",positive
"Good idea, terrible execution. the battery dies in two hours.",negative
Used it daily for two weeks. Better than I expected. Genuinely charging is fast. Happy to recommend this one.,positive
"Second one I have owned. Support replid within an hour, but the screen has dead pixels. Very poor value.",positive
It isn't perfect but i love it. charging is fast.,positive
Delivery took three weeks and delivery took three weeks. Would not buy it again.,negative
SECOND ONE I HAVE OWNED. FIVE STARS. SERIOUSLY SETUP TOOK TWO MINUTES. HAPPY TO RECOMMEND THIS ONE.,positive
Very disappointed. Seriously it overheats while charging. Avoid.,negative
Ordered during the sale. Complete waste of money. Seriously it is far too heavy. Would not buy it again.,negative
"Looks great, works badly. the camera is blurry indoors.",negative
One star. Seriously the screen has dead pixels. Very poor value.,negative
"Delivery took three weeks, but the sound is surprisingly good. No complaints at all.",positive
Would not recommend. Really the screen has dead pixels. Deeply unimpressed.,negative
"Setup was a nightmare, but delivery arrived a day early. Highly recommended.",positive
It does not fit at all and the sound crackles at low volume. Would not buy it again.,negative
"The screen is bright and sharp, but delivery took three weeks. Not worth the price.",negative
Used it daily for two weeks. The camera is blurry indoors and it does not fit at all. Very poor value.,negative
THE BATTERY IS RESPONSIVE AND DLIVERY ARRIVED A DAY EARLY. TEN OUT OF TEN.,positive
One star. Seriously support never replied. Would not buy it again.,negative
Doesn't disappoint. the screen is bright and sharp.,negative
"Used it daily for two weeks. The plastic feels cheap, but it fits perfectly. Will buy again.",positive
TERRIBLE EXPERIENCE. GENUINELY IT IS FAR TOO HEAVY. I CANNOT RECOMMEND IT.,negative
The battery dies in two hours and it overheats while charging. Hard to recommend at this price.,negative
The build quality feels solid and the app is simple to use. Happy to recommend this one.,positive
Five stars. Honestly it fits perfectly. Ten out of ten.,positive
"It overheats while charging, but the battery lasts all day. Happy to recommend this one.",positive
Support replied within an hour and the build quality feels solid. Highly recommended.,positive
Broke within a week — the camera is blurry indoors,negative
Never had an issue. the sound is surprisingly good.,positive
Save your money. Honestly the app crashes on every launch. Never again.,negative
Best purchase this year. the sound is surprisingly ood. Would buy it again tomorrow.,positive
Doesn't disappoint. the camera is sharp even at night.,positive
"Ordered during the sale. The camera is blurry indoors, but the battery lasts all day. Recommend it without hesitation.",positive
The speaker is rough and delivery took three weeks. eeply unimpressed.,negative
Ordered during the sale. Broke within a week. Really the app crashes on every launch. Asked for a refund.,negative
USED IT DAILY FOR TWO WEEKS. DO NOT BUY THIS. GENUINELY THE APP CRASHES ON EVEY LAUNCH. DEEPLY UNIMPRESSED.,negative
"The battery dies in two hours, but charging is fast. Happy to recommend this one.",positive
"The camera is blurry indoors, but the sound is surprisingly good. Great value.",positive
The sound is surprisingly good and it is light and easy to carry. Exactly as described.,positive
Regret this purchase. Seriously the screen has dead pixels. I cannot recommend it.,negative
"The app crashes on every launch, but delivery arrived a day early. Great value.",positive
"Ordered during the sale. The battery dies in two hours, but it is light and easy to carry. Will buy again.",positive
Cannot fault it. support replied within an hour.,positive
It s far too heavy and the app crashes on every launch. Asked for a refund.,negative
The screen is bright and sharp and the build quality feels solid. I would recommend it to anyone.,positive
Arrived in the original packaging. Complete waste of money. Honestly the battery dies in two hours. Deeply unimpressed.,negative
The button is dim and the app crashes on every launch. Not worth the price.,negative
Absolutely love this. Honestly setup took two minutes. Ten out of ten.,positive
Arrived in the original packaging. The fan is awkward and the camera is blurry indoors. Not worth the price.,negative
Absolutely love this — the app is simple to use :D,positive
The battery lasts all day and it fits perfectly. Recommend it without hesitation.,positive
Second one I have owned. Delighted with this one. Really the battery lasts all day. No complaints at all.,positive
It is light and easy to carry and the sound is surprisingly good. Highly recommended.,positive
Delighted with this one. it is light and easy to carry. Would buy it again tomorrow.,positive
Doesn't disappoint. delivery arrived a day early.,positive
SO GLAD I BOUGHT IT. SERIOUSLY SETUP TOOK TWO MINUTES. I WOULD RECOMMEND IT TO ANYONE.,positive
The fan is awkward and the screen has dead pixels. Would not buy it again.,negative
